"COMPANY","PROMOTER & PROMOTER GROUP (A)","PUBLIC (B)","SHARES UNDERLYING DRS (C1)","SHARES HELD BY EMPLOYEE TRUSTS (C2)","AS ON DATE","ACTION"
"Premier Polyfilm Limited","47.81","52.19",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151138_330414_08102020081619_WEB.xml"
"Panama Petrochem Limited","71.27","28.73",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151139_330429_08102020085358_WEB.xml"
"Rane Brake Lining Limited","66.99","33.01",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151140_330432_08102020093515_WEB.xml"
"Rane Engine Valve Limited","54.84","45.16",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151142_330440_08102020100827_WEB.xml"
"Rane (Madras) Limited","64.56","35.44",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151143_330445_08102020103908_WEB.xml"
"SMVD Poly Pack Limited","65.53","34.47",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151144_330450_08102020105404_WEB.xml"
"GNA Axles Limited","67.51","32.49",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151145_330452_08102020105413_WEB.xml"
"Rane Holdings Limited","46.37","53.63",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151146_330454_08102020105556_WEB.xml"
"Biocon Limited","60.67","38.31",,"1.02","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151147_330463_09102020010742_WEB.xml"
"Ginni Filaments Limited","63.29","36.7",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151148_330473_09102020091848_WEB.xml"
"NELCO Limited","50.09","49.91",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151149_330497_09102020095434_WEB.xml"
"Hester Biosciences Limited","53.73","46.27",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151150_330500_09102020095826_WEB.xml"
"AVRO INDIA LIMITED","68.22","31.77",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151151_330521_09102020102351_WEB.xml"
"Bandhan Bank Limited","40","60",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151152_330523_09102020102416_WEB.xml"
"Bodal Chemicals Limited","58.3","41.7",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151153_330527_09102020102904_WEB.xml"
"Lincoln Pharmaceuticals Limited","32.41","67.59",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151156_330621_09102020112749_WEB.xml"
"Satia Industries Limited","51.68","48.32",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151158_330730_09102020121727_WEB.xml"
"Wealth First Portfolio Managers Limited","73.68","26.33",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151160_330753_09102020122609_WEB.xml"
"Crest Ventures Limited","65.11","34.89",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151162_330777_09102020123726_WEB.xml"
"Jtekt India Limited","75","25",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151163_330785_09102020123927_WEB.xml"
"Asian Hotels (East) Limited","65.63","34.37",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151165_330798_09102020124532_WEB.xml"
"Arvind SmartSpaces Limited","59.06","40.94",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151167_330804_09102020124922_WEB.xml"
"Zenith Exports Limited","51.75","48.25",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151168_330836_09102020010046_WEB.xml"
"Manaksia Limited","74.93","25.07",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151169_330858_09102020010809_WEB.xml"
"National Fertilizers Limited","74.71","25.29",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151170_330868_09102020011057_WEB.xml"
"ITI Limited","90.3","9.7",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151171_330872_09102020011139_WEB.xml"
"Vishnu Chemicals Limited","75","25",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151173_330884_09102020011718_WEB.xml"
"Arihant Superstructures Limited","74.31","25.69",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151174_330899_09102020012221_WEB.xml"
"Sanghvi Forging and Engineering Limited","67.69","32.31",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151175_330901_09102020012313_WEB.xml"
"Manaksia Steels Limited","74.75","25.25",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151176_330903_09102020012622_WEB.xml"
"Indo Thai Securities Limited","70.89","29.11",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151177_330905_09102020012658_WEB.xml"
"Techindia Nirman Limited","33.93","66.07",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151178_330907_09102020012749_WEB.xml"
"Aro Granite Industries Limited","41.06","58.94",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151180_330951_09102020015641_WEB.xml"
"TCPL Packaging Limited","55.74","44.27",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151182_330960_09102020020345_WEB.xml"
"Share India Securities Limited","55.02","44.98",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151183_330962_09102020020401_WEB.xml"
"M.R. Organisation Limited","98.8","1.2",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151185_330994_09102020021408_WEB.xml"
"Gujarat State Petronet Limited","37.63","62.37",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151186_331018_09102020022243_WEB.xml"
"Mangalore Refinery and Petrochemicals Limited","88.58","11.42",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151187_331021_09102020022428_WEB.xml"
"K.M.Sugar Mills Limited","64.79","35.21",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151189_331035_09102020022959_WEB.xml"
"Gokul Agro Resources Limited","71.8","28.2",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151190_331042_09102020023156_WEB.xml"
"HDFC Asset Management Company Limited","73.93","26.07",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151192_331053_09102020023518_WEB.xml"
"Amrutanjan Health Care Limited","50.02","49.98",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151193_331055_09102020023625_WEB.xml"
"Chemfab Alkalis Limited","74.07","25.93",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151195_331078_09102020024511_WEB.xml"
"TV Today Network Limited","58.45","41.55",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151196_331109_09102020025259_WEB.xml"
"Star Cement Limited","67.17","32.83",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151197_331124_09102020025937_WEB.xml"
"Bharat Gears Limited","55.32","44.68",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151198_331126_09102020030006_WEB.xml"
"Usha Martin Education & Solutions Limited","41.77","58.23",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151199_331141_09102020030858_WEB.xml"
"Bharat Rasayan Limited","74.83","25.17",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151200_331148_09102020031057_WEB.xml"
"ICICI Securities Limited","77.22","22.78",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151201_331164_09102020031509_WEB.xml"
"Maithan Alloys Limited","74.99","25.01",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151203_331167_09102020031552_WEB.xml"
"Goldstar Power Limited","72.91","27.08",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151204_331169_09102020031619_WEB.xml"
"Newgen Software Technologies Limited","65.73","33.16",,"1.12","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151206_331182_09102020032043_WEB.xml"
"S.S. Infrastructure Development Consultants Limited","57.65","42.35",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151207_331184_09102020032053_WEB.xml"
"Whirlpool of India Limited","75","25",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151208_331200_09102020032704_WEB.xml"
"Endurance Technologies Limited","75","25",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151209_331215_09102020033100_WEB.xml"
"Mohit Industries Limited","52.4","47.6",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151210_331220_09102020033351_WEB.xml"
"MMTC Limited","89.93","10.07",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151211_331243_09102020033903_WEB.xml"
"Geojit Financial Services Limited","62.22","37.78",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151212_331275_09102020034422_WEB.xml"
"Hindprakash Industries Limited","72.37","27.63",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151213_331278_09102020034426_WEB.xml"
"Rossari Biotech Limited","72.69","27.31",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151214_331316_09102020035032_WEB.xml"
"Dilip Buildcon Limited","75","25",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151216_331340_09102020035629_WEB.xml"
"GVK Power & Infrastructure Limited","54.25","45.73",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151217_331357_09102020035831_WEB.xml"
"Lux Industries Limited","69.51","30.5",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151218_331365_09102020035939_WEB.xml"
"Shiva Texyarn Limited","74.04","25.96",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151219_331374_09102020040121_WEB.xml"
"Jindal Stainless Limited","68.12","31.88",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151220_331393_09102020041038_WEB.xml"
"Hind Rectifiers Limited","42.25","57.75",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151221_331398_09102020041232_WEB.xml"
"Goldiam International Limited","66.13","33.87",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151223_331415_09102020042132_WEB.xml"
"BLB Limited","68.94","31.06",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151225_331494_09102020044031_WEB.xml"
"KIOCL Limited","99.06","0.94",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151226_331502_09102020044255_WEB.xml"
"Arvind Limited","44.72","55.28",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151228_331527_09102020045218_WEB.xml"
"Apollo Hospitals Enterprise Limited","30.82","69.18",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151229_331533_09102020045302_WEB.xml"
"Shreyas Shipping & Logistics Limited","68.94","31.06",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151230_331573_09102020050014_WEB.xml"
"Century Plyboards (India) Limited","73.05","26.95",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151231_331620_09102020051620_WEB.xml"
"Shri Ram Switchgears Limited","60.81","39.19",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151233_331652_09102020052354_WEB.xml"
"Zota Health Care LImited","69.93","30.07",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151234_331663_09102020052826_WEB.xml"
"Brigade Enterprises Limited","47.33","52.67",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151235_331677_09102020053209_WEB.xml"
"Pennar Industries Limited","37.69","62.31",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151236_331685_09102020053439_WEB.xml"
"Cybertech Systems And Software Limited","37.61","62.39",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151237_331705_09102020054103_WEB.xml"
"Dr. Lal Path Labs Ltd.","55.23","43.81",,"0.96","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151238_331707_09102020054156_WEB.xml"
"Zodiac JRD- MKJ Limited","45.81","54.18",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151241_331812_09102020061551_WEB.xml"
"Libas Designs Limited","58.19","41.81",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151242_331827_09102020062225_WEB.xml"
"Firstsource Solutions Limited","53.82","43.98",,"2.19","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151243_331845_09102020062938_WEB.xml"
"Page Industries Limited","48.32","51.68",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151244_331852_09102020063139_WEB.xml"
"Madhav Copper Limited","66.32","33.69",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151245_331878_09102020063637_WEB.xml"
"L&T Finance Holdings Limited","63.67","36.33",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151247_331916_09102020065223_WEB.xml"
"The Karnataka Bank Limited","0","100",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151248_331933_09102020065710_WEB.xml"
"Mahanagar Gas Limited","32.5","67.5",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151249_331945_09102020070356_WEB.xml"
"WABCO India Limited","93.11","6.88",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151250_331959_09102020070902_WEB.xml"
"Control Print Limited","51.78","48.22",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151251_331979_09102020072140_WEB.xml"
"SHREE CEMENT LIMITED","62.55","37.45",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151252_331985_09102020072353_WEB.xml"
"Orbit Exports Limited","65.88","34.12",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151253_332067_09102020080002_WEB.xml"
"Kapston Facilities Management Limited","72.86","27.12",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151255_332118_09102020082552_WEB.xml"
"HDFC Bank Limited","26.02","73.98",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151256_332124_09102020085105_WEB.xml"
"Future Market Networks Limited","71.57","28.43",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151257_332180_09102020105833_WEB.xml"
"Sakthi Sugars Limited","59.83","40.17",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151258_332201_10102020102148_WEB.xml"
"Bhagyanagar India Limited","74.2","25.8",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151259_332214_10102020104427_WEB.xml"
"Mask Investments Limited","71.54","28.46",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151260_332218_10102020104533_WEB.xml"
"Camlin Fine Sciences Limited","22.73","77.27",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151264_332245_10102020111209_WEB.xml"
"Lambodhara Textiles Limited","70.36","29.64",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151265_332247_10102020111212_WEB.xml"
"AVG Logistics Limited","61.21","38.78",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151266_332249_10102020111221_WEB.xml"
"Hatsun Agro Product Limited","73.68","26.33",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151267_332257_10102020111503_WEB.xml"
"Salona Cotspin Limited","65.98","34.01",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151268_332261_10102020111618_WEB.xml"
"Surana Telecom and Power Limited","75","25",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151269_332267_10102020111858_WEB.xml"
"Happiest Minds Technologies Limited","53.25","46.75",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151270_332272_10102020112311_WEB.xml"
"DPSC Limited","59.49","40.51",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151271_332289_10102020114047_WEB.xml"
"Lokesh Machines Limited","50.36","49.64",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151272_332292_10102020114346_WEB.xml"
"Bhagyanagar Properties Limited","75","25",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151274_332327_10102020120636_WEB.xml"
"Ambika Cotton Mills Limited","50.17","49.83",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151275_332336_10102020121032_WEB.xml"
"GlaxoSmithKline Pharmaceuticals Limited","75","25",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151276_332339_10102020121356_WEB.xml"
"VRL Logistics Limited","68.05","31.95",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151278_332347_10102020121709_WEB.xml"
"Gujarat Lease Financing Limited","45.67","54.33",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151279_332362_10102020122340_WEB.xml"
"Adhunik Industries Limited","74.96","25.04",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151280_332375_10102020123600_WEB.xml"
"Vardhman Textiles Limited","62.24","37.76",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151282_332383_10102020123835_WEB.xml"
"Vardhman Special Steels Limited","59.34","40.66",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151283_332388_10102020124133_WEB.xml"
"Bigbloc Construction Limited","70.46","29.54",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151286_332410_10102020125240_WEB.xml"
"Surana Solar Limited","69.32","30.68",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151290_332452_10102020012850_WEB.xml"
"A B Infrabuild Limited","59.19","40.81",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151293_332480_10102020020351_WEB.xml"
"Meghmani Organics Limited","51.58","48.42",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151294_332482_10102020020715_WEB.xml"
"Adani Enterprises Limited","74.92","25.08",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151295_332497_10102020021841_WEB.xml"
"Shivam Autotech Limited","74.8","25.2",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151297_332527_10102020024702_WEB.xml"
"Ambuja Cements Limited","63.27","36.73",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151299_332605_10102020033558_WEB.xml"
"LG Balakrishnan & Bros Limited","44.06","55.94",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151301_332649_10102020040451_WEB.xml"
"Rajratan Global Wire Limited","64.53","35.47",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_151302_332655_10102020041405_WEB.xml"
